rank_real,rank_modelo,diferenca_rank,cod_mun,municipio,srag_taxa_casos_median,pred_atemporal,fogo_pct_territorio,mapbiomas_pct_farming,mapbiomas_pct_forest,mapbiomas_pct_non_forest_natural,mapbiomas_pct_non_vegetated,mapbiomas_pct_water,meteo_precipitacao,meteo_temp_amplitude,meteo_temp_max,meteo_temp_media,meteo_temp_min,meteo_umidade,pct_pop_60mais,pct_pop_menor12
23,138,115,521380,MORRINHOS,0.0192026764093216,0.0006641733343712986,0.3508,78.49264583333334,20.129375000000003,0.2929791666666667,0.6940708333333334,0.38055,2.55,18.95,33.54,24.380000000000003,17.035,66.1,16.1,15.1
24,63,39,520620,CRISTALINA,0.0158702552744829,0.005752373952418566,0.8783,65.51399583333333,26.12377083333333,5.727712500000001,0.8068916666666667,1.8275333333333332,1.7,18.725,32.345,23.15,15.41,67.15,9.8,19.8
25,68,43,521740,PIRES DO RIO,0.01489203276247205,0.005636979825794697,0.04869999999999999,67.18850833333333,31.143583333333332,0.054825,0.9916958333333333,0.6212916666666666,2.4,19.065,32.925,23.564999999999998,16.14,65.4,16.9,14.1
26,17,9,521250,LUZIANIA,0.0091489981505617,0.01523689366877079,0.3115,55.34623333333333,37.753275,1.3718375,2.4279875,3.1005708333333333,2.3499999999999996,18.71,32.215,23.2,15.605,68.55,9.7,18.95
27,34,7,522185,VALPARAISO DE GOIAS,0.00743830240723015,0.010452602058649063,1.8082500000000001,11.038791666666667,35.47143333333334,0.9128333333333334,52.68472083333333,0.0084583333333333,2.25,17.99,31.825,22.810000000000002,15.274999999999999,68.8,7.3,18.95
28,22,6,522045,SENADOR CANEDO,0.0029782291449504,0.014257852919399738,1.26365,56.45623333333334,24.573162500000002,0.2965791666666666,18.355541666666667,0.29199166666666665,3.0,17.955,32.67,23.634999999999998,17.115000000000002,69.19999999999999,7.9,19.6
108,109,1,520160,ARACU,0.0,0.0019294839585199952,0.026099999999999998,85.19211666666666,13.711008333333334,0.034425,0.8314250000000001,0.2352375,2.95,18.47,33.44,24.195,17.595,68.2,20.3,12.7
108,38,70,520170,ARAGARCAS,0.0,0.00996691919863224,1.1327,51.986437499999994,44.368475000000004,1.3793,0.9112416666666665,1.3591291666666667,2.3,19.225,35.515,26.425,19.23,60.55,15.55,15.4
108,13,95,520180,ARAGOIANIA,0.0,0.018845651298761368,0.17720000000000002,75.360375,20.7553,0.7903708333333332,2.799625,0.2942333333333333,2.8,18.784999999999997,33.335,24.235,17.115000000000002,67.8,15.55,16.0
108,154,46,520215,ARAGUAPAZ,0.0,0.0003085748467128724,0.43829999999999997,61.194675000000004,37.9765125,0.46301666666666663,0.10725416666666665,0.25863749999999996,2.25,18.79,37.290000000000006,27.475,20.225,60.1,16.95,14.6
108,21,87,520400,CABECEIRAS,0.0,0.014348985627293587,0.46885,63.72254583333333,29.94978333333333,4.862491666666667,0.7054291666666667,0.7610083333333334,1.4,19.424999999999997,33.845,23.965,16.03,64.15,13.2,17.0
108,124,16,520393,BURITI DE GOIAS,0.0,0.0012299513909965754,0.3148,68.34141249999999,26.540016666666666,4.500333333333334,0.6173833333333333,0.0037,2.6500000000000004,18.605,35.32,25.815,19.045,67.15,20.75,13.4
108,161,53,520390,BURITI ALEGRE,0.0,0.00014696645666845143,0.21545,72.03285833333334,19.883758333333333,0.1092,0.5752833333333334,7.403241666666666,2.5,18.244999999999997,33.515,24.645,17.39,67.55000000000001,18.3,14.5
108,174,66,520380,BRITANIA,0.0,-0.00017192251107189804,0.3207,68.93360000000001,25.9056,2.3959583333333336,0.3913041666666667,2.3266,2.3,19.744999999999997,37.599999999999994,27.76,20.075000000000003,56.95,16.6,15.5
108,90,18,520440,CAIAPONIA,0.0,0.0030222581699490547,0.11779999999999999,58.828500000000005,35.191500000000005,5.675279166666666,0.20795,0.07491666666666665,2.6500000000000004,18.185,32.385,23.875,16.84,63.6,18.65,14.1
108,52,56,520455,CALDAZINHA,0.0,0.007015044800937176,0.13035,73.223675,26.199716666666667,0.0242833333333333,0.4618041666666666,0.1095208333333333,2.85,17.96,31.490000000000002,22.73,15.465,69.9,17.35,15.2
108,132,24,520430,CACU,0.0,0.0008742347708903253,0.5952999999999999,79.97764166666667,13.996633333333333,1.9971833333333335,0.2797,3.758779166666667,2.25,20.215,34.945,25.32,17.465,61.8,17.8,14.8
108,143,35,520410,CACHOEIRA ALTA,0.0,0.0005414755432866514,0.43300000000000005,79.423575,15.876212500000001,2.933608333333333,0.289975,1.4642875,2.25,20.215,34.945,25.32,17.465,61.8,15.3,16.1
108,98,10,520470,CAMPINORTE,0.0,0.0027220759075134993,0.4813,53.50504583333333,45.1521625,0.55025,0.5844416666666667,0.21382916666666665,2.3,18.46,35.845,25.945,18.665,62.45,14.05,17.0
108,185,77,520465,CAMPINACU,0.0,-0.0004624021821655333,0.81485,26.09444166666667,62.518704166666666,0.17082916666666664,0.1884416666666667,11.261079166666665,2.3,18.46,35.845,25.945,18.665,62.45,17.1,15.6
108,16,92,520485,CAMPO LIMPO DE GOIAS,0.0,0.015354184433817863,1.3401,78.20452083333333,20.0217125,0.0193,1.4372250000000002,0.31731666666666664,3.0,17.955,32.67,23.634999999999998,17.115000000000002,69.19999999999999,11.9,19.4
108,40,68,520490,CAMPOS BELOS,0.0,0.009845015592873096,1.7168,42.525475,49.9409,6.324595833333333,1.1413166666666665,0.0724666666666666,2.05,16.91,33.290000000000006,24.299999999999997,17.615000000000002,61.7,12.5,17.9
108,36,72,520500,CARMO DO RIO VERDE,0.0,0.010319110006093979,1.27485,84.057075,14.750770833333334,0.06922499999999995,0.6838958333333334,0.438975,2.6,18.125,34.215,24.81,18.15,69.55000000000001,17.75,14.25
108,73,35,520495,CAMPOS VERDES,0.0,0.004592989571392536,0.0411,75.65115833333333,23.762366666666665,0.0235875,0.3641,0.1975,2.7,18.104999999999997,36.275000000000006,26.755000000000003,19.845,66.75,19.85,15.1
108,77,31,520505,CASTELANDIA,0.0,0.004134804010391235,0.7358,87.47757083333333,8.509037500000002,3.112166666666667,0.40537083333333335,0.4811,2.55,20.05,33.87,24.725,16.95,61.15,17.6,13.95
108,12,96,520425,CACHOEIRA DOURADA,0.0,0.020280633121728897,2.15,82.48200416666666,10.307445833333334,2.4170708333333337,0.9436291666666665,3.841025,2.55,19.485,34.239999999999995,25.1,17.634999999999998,63.9,19.75,14.4
108,106,2,520520,CATURAI,0.0,0.0021358460653573275,0.3599,84.8801875,13.952295833333334,0.07091249999999999,0.7963333333333333,0.2971375,3.0,17.955,32.67,23.634999999999998,17.115000000000002,69.19999999999999,16.9,14.850000000000001
108,169,61,520545,CEZARINA,0.0,2.6017518393928185e-05,0.21045,76.6486125,20.786091666666664,0.8526125,1.2292833333333335,0.4617,3.1,19.75,33.775000000000006,24.64,17.41,65.1,17.55,15.1
108,41,67,520549,CIDADE OCIDENTAL,0.0,0.009779374115169048,0.3459,50.209208333333336,41.301125,2.4174458333333337,5.903304166666667,0.19366249999999996,2.25,17.99,31.825,22.810000000000002,15.274999999999999,68.8,7.9,20.0
108,5,103,520547,CHAPADAO DO CEU,0.0,0.029927194118499756,4.3557500000000005,74.47903333333332,13.179620833333333,11.80155,0.47829166666666667,0.06154166666666665,2.8,19.325,32.15,23.625,15.690000000000001,67.25,5.75,21.2
108,123,15,520235,ARENOPOLIS,0.0,0.0012489191722124815,0.39275,68.66808749999998,29.898825,0.26157499999999995,0.12244166666666664,1.0495375,2.3499999999999996,17.675,33.575,25.240000000000002,18.525,57.95,22.85,13.3
108,141,33,520250,ARUANA,0.0,0.0005965604213997722,0.14265,56.330275,32.460750000000004,8.321091666666666,0.4321,2.4273416666666665,2.3499999999999996,19.534999999999997,38.195,28.175,20.555,56.75,13.6,17.0
108,37,71,520005,ABADIA DE GOIAS,0.0,0.00999320950359106,0.4652,73.19539583333334,17.1983125,0.24615,9.1298375,0.23030833333333328,2.8,18.784999999999997,33.335,24.235,17.115000000000002,67.8,9.4,20.6
108,46,62,520010,ABADIANIA,0.0,0.008307396434247494,0.39205,65.89765833333334,29.516058333333334,0.3007208333333333,1.859245833333333,2.426216666666667,2.9000000000000004,17.445,31.835,22.77,15.8,69.80000000000001,15.7,16.5
108,9,99,520055,ALTO HORIZONTE,0.0,0.02183702029287815,0.1971,63.41280416666666,29.683366666666664,0.1591083333333333,6.3374041666666665,0.40722083333333325,2.7,18.104999999999997,36.275000000000006,26.755000000000003,19.845,66.75,10.4,18.4
108,54,54,520050,ALOANDIA,0.0,0.006768377032130957,0.0,87.96664166666667,9.647166666666665,0.9570625000000001,0.765,0.6737583333333332,2.55,19.130000000000003,33.32,24.305,16.810000000000002,66.75,25.05,12.4
108,27,81,520085,AMERICANO DO BRASIL,0.0,0.012669205665588379,0.3476,83.76545833333333,14.579804166666667,0.0,1.5052208333333335,0.1514666666666666,2.95,18.47,33.44,24.195,17.595,68.2,19.1,12.75
108,57,51,520060,ALTO PARAISO DE GOIAS,0.0,0.006264156196266413,5.6616,15.604054166666666,63.7402875,20.224454166666664,0.35199583333333334,0.0789083333333333,2.7,18.32,32.879999999999995,23.244999999999997,16.185000000000002,64.6,10.3,19.2
108,42,66,520025,AGUAS LINDAS DE GOIAS,0.0,0.00973558146506548,4.9378,27.256966666666663,39.403875,1.1597374999999999,30.06116666666667,1.9385,1.95,18.195,33.015,23.634999999999998,16.33,67.05,6.25,20.8
108,7,101,520030,ALEXANIA,0.0,0.023896338418126106,0.21885,57.504999999999995,34.717437499999996,0.4392708333333333,2.9856333333333334,4.479208333333333,2.9000000000000004,17.445,31.835,22.77,15.8,69.80000000000001,14.1,17.4
108,26,82,520013,ACREUNA,0.0,0.012937705963850021,0.70615,77.94175833333333,8.0417,12.444783333333334,0.7305333333333334,0.8334,2.75,20.185,33.775,24.685000000000002,17.060000000000002,62.2,14.1,16.2
108,101,7,520017,AGUA FRIA DE GOIAS,0.0,0.002583763562142849,1.3955,43.069045833333334,53.631879166666664,2.058325,0.28266250000000004,0.9661166666666665,1.55,19.275,34.3,24.005000000000003,16.455,62.25,14.850000000000001,17.1
108,116,8,520710,DIORAMA,0.0,0.0014806822873651981,0.8135,71.75915,27.6538125,0.0149416666666666,0.2471666666666666,0.32544166666666663,2.5,19.525,35.34,26.155,18.995,63.75,23.8,13.0
108,171,63,520680,DAMOLANDIA,0.0,-6.117076554801315e-05,0.1804,81.75501666666668,17.084316666666666,0.0,1.1309333333333333,0.03694166666666665,3.0,17.955,32.67,23.634999999999998,17.115000000000002,69.19999999999999,20.95,12.0
108,135,27,520670,DAMIANOPOLIS,0.0,0.0007942471420392394,0.2491,48.70511666666667,48.13355416666667,2.6815583333333333,0.4355083333333333,0.0452375,1.85,17.645,33.74,24.61,17.05,58.3,15.5,16.1
108,145,37,520660,CUMARI,0.0,0.00046699060476385057,0.0651,76.00921666666667,21.652529166666667,0.05549166666666665,0.1851125,2.1319,2.45,17.505,33.005,24.25,16.8,64.94999999999999,24.15,13.8
108,186,78,520650,CROMINIA,0.0,-0.0004645677108783275,0.16720000000000002,76.31209999999999,22.45135416666667,0.822525,0.3283,0.0851208333333333,2.55,19.130000000000003,33.32,24.305,16.810000000000002,66.75,22.3,13.75
108,25,83,520640,CRIXAS,0.0,0.013665840961039066,0.2733,57.28232916666667,42.37436666666667,0.0931583333333333,0.1181625,0.13190000000000002,2.55,18.545,36.985,26.9,20.185,60.65,14.149999999999999,16.0
108,95,13,520630,CRISTIANOPOLIS,0.0,0.002819396322593093,0.0747,70.70576249999999,27.78965,0.5224583333333334,0.817625,0.16450416666666665,2.7,18.615000000000002,32.625,23.365000000000002,16.02,68.25,19.6,13.7
108,87,21,520590,CORUMBAIBA,0.0,0.0033474594820290804,0.07915,67.88213333333334,23.344654166666665,0.21939166666666665,0.177225,8.387245833333335,2.5,18.244999999999997,33.515,24.645,17.39,67.55000000000001,16.6,15.3
108,39,69,520551,COCALZINHO DE GOIAS,0.0,0.009879585355520248,1.1576,47.47112083333333,50.430049999999994,1.1013166666666665,0.8279124999999999,0.1696958333333333,2.6,17.744999999999997,33.519999999999996,23.939999999999998,17.165,66.69999999999999,13.2,17.4
108,6,102,520580,CORUMBA DE GOIAS,0.0,0.026863038539886475,0.63775,63.05815416666667,34.90884583333333,1.5592916666666665,0.33886249999999996,0.13116250000000002,2.9000000000000004,17.445,31.835,22.77,15.8,69.80000000000001,17.45,15.1
108,173,65,520570,CORREGO DO OURO,0.0,-0.0001658872643020004,0.0094,72.25570416666667,27.3212875,0.0501,0.1419,0.2310125,2.95,19.130000000000003,34.230000000000004,24.905,18.07,67.44999999999999,24.25,12.3
108,159,51,520552,COLINAS DO SUL,0.0,0.00019085047824773937,2.3188,14.939683333333333,79.2942,1.8377291666666662,0.14134583333333328,3.7926416666666665,2.45,18.6,35.715,25.835,18.835,60.6,15.05,18.8
108,148,40,520753,FAINA,0.0,0.00044661955325864255,0.14575,60.30982083333333,39.45837916666667,0.0730333333333333,0.087975,0.07069583333333329,2.5,18.735,36.415000000000006,26.689999999999998,19.845,63.95,20.1,13.4
108,129,21,520760,FAZENDA NOVA,0.0,0.0010330857476219535,0.10365,66.85810833333333,32.10230416666667,0.3966,0.1855375,0.46154999999999996,2.6500000000000004,18.605,35.32,25.815,19.045,67.15,22.85,12.45
108,162,54,520725,DOVERLANDIA,0.0,0.00014242134056985378,0.07145,65.50521666666667,31.71030833333333,2.3868333333333336,0.09750833333333325,0.3091541666666666,2.2,17.955,33.525,24.89,18.155,58.05,17.55,14.6
108,170,62,520735,EDEALINA,0.0,-3.0155631520756288e-06,0.0060999999999999995,82.81615,13.5153,2.7770583333333336,0.296025,0.6041874999999999,2.75,20.09,34.415,25.195,17.395,62.05,19.75,13.8
108,144,36,520890,GOIAS,0.0,0.0005283282953314483,0.56065,61.371008333333336,37.76529583333333,0.4982458333333333,0.22626666666666664,0.13917916666666663,2.7,17.535,33.44,24.355,18.03,69.95,20.35,12.7
108,49,59,520880,GOIANIRA,0.0,0.007093100808560848,0.799,71.55364166666666,15.151841666666666,0.5699875000000001,12.249004166666666,0.47552916666666667,3.0,17.955,32.67,23.634999999999998,17.115000000000002,69.19999999999999,8.6,19.6
108,48,60,520910,GOIATUBA,0.0,0.007215721067041159,0.27675,84.61767916666666,11.263716666666667,3.0484625,0.6544208333333332,0.40991666666666665,2.55,18.95,33.54,24.380000000000003,17.035,66.1,16.4,14.55
108,130,22,520915,GOUVELANDIA,0.0,0.0009831362403929234,1.2669,79.61331249999999,5.297924999999999,3.09165,0.2449375,11.764170833333333,2.4,19.605,34.8,25.945,18.115000000000002,61.0,17.35,16.5
108,114,6,520960,HEITORAI,0.0,0.0015567169757559896,1.0169,76.43696249999999,22.679645833333332,0.15357916666666666,0.4784208333333333,0.24177499999999996,2.6,18.125,34.215,24.81,18.15,69.55000000000001,21.3,13.0
108,51,57,520970,HIDROLANDIA,0.0,0.007019952870905399,0.19619999999999999,72.57893333333334,24.9670625,0.55695,1.6272458333333333,0.2642,2.8,18.784999999999997,33.335,24.235,17.115000000000002,67.8,13.850000000000001,17.2
108,163,55,520920,GUAPO,0.0,0.00012973231787327677,0.1592,80.6749125,16.8961,0.6811833333333333,1.4545458333333334,0.33411666666666673,2.8,18.784999999999997,33.335,24.235,17.115000000000002,67.8,13.5,17.5
108,168,60,520929,GUARAITA,0.0,3.8198377296794206e-05,0.0,75.5766,24.0355,0.0444,0.2128083333333333,0.1159458333333333,2.6,18.125,34.215,24.81,18.15,69.55000000000001,22.65,11.4
108,153,45,520790,FLORES DE GOIAS,0.0,0.00038266496267169714,0.95875,60.973395833333335,36.46630416666666,2.0858375000000002,0.12030416666666666,0.35415833333333335,1.9,19.725,36.019999999999996,25.875,17.564999999999998,58.8,12.95,17.3
108,82,26,520780,FIRMINOPOLIS,0.0,0.003822948085144162,0.9666999999999999,88.39378333333335,10.443408333333334,0.12154999999999995,0.8119916666666667,0.2334916666666666,2.95,19.130000000000003,34.230000000000004,24.905,18.07,67.44999999999999,21.7,13.4
108,14,94,520800,FORMOSA,0.0,0.016691120341420174,2.6075,36.4038375,55.9696125,6.365070833333333,0.8425083333333334,0.4189708333333333,1.35,19.134999999999998,32.555,22.91,15.36,66.6,11.05,17.5
108,117,9,520810,FORMOSO,0.0,0.0014655709965154529,0.30875,46.06362916666667,53.608774999999994,0.01632499999999995,0.25382916666666666,0.0578125,2.3499999999999996,18.22,36.705,26.915,19.69,60.85,20.05,14.1
108,2,106,520840,GOIANAPOLIS,0.0,0.0975152924656868,0.7563500000000001,65.1778625,28.72678333333333,0.0227,3.394358333333333,2.5805249999999997,3.0,17.955,32.67,23.634999999999998,17.115000000000002,69.19999999999999,12.6,17.25
108,89,19,520830,DIVINOPOLIS DE GOIAS,0.0,0.0030328831635415554,0.4805,54.257804166666666,40.37609583333333,4.9774625,0.33865833333333334,0.0484333333333333,2.05,16.91,33.290000000000006,24.299999999999997,17.615000000000002,61.7,16.65,15.75
108,180,72,520740,EDEIA,0.0,-0.0002881134278140962,0.3862,82.12399583333332,11.260554166666667,5.636704166666666,0.44129583333333333,0.5353541666666666,2.75,20.09,34.415,25.195,17.395,62.05,15.9,15.5
108,125,17,520750,ESTRELA DO NORTE,0.0,0.0012230521533638239,0.0646,60.99109583333333,38.09173333333334,0.00722499999999995,0.5799291666666666,0.33785,2.7,18.104999999999997,36.275000000000006,26.755000000000003,19.845,66.75,18.6,14.9
108,140,32,521060,ITAGUARU,0.0,0.000620929931756109,0.2668,86.42723333333333,12.8892125,0.0018,0.5723125,0.11035416666666664,2.95,17.564999999999998,32.89,23.89,17.155,69.80000000000001,23.75,11.6
108,32,76,521056,ITAGUARI,0.0,0.010843520052731037,2.07125,83.26425,14.941104166666666,0.0042,1.3731958333333334,0.4125,2.95,17.564999999999998,32.89,23.89,17.155,69.80000000000001,17.0,13.4
108,19,89,521040,ITABERAI,0.0,0.015070845372974873,1.26965,81.26131666666666,17.14885,0.12341249999999995,0.9632375,0.506,2.7,17.535,33.44,24.355,18.03,69.95,13.2,16.55
108,80,28,521015,IPIRANGA DE GOIAS,0.0,0.004088377580046654,1.3868,88.045875,11.432783333333333,0.01494166666666665,0.37379166666666663,0.15179166666666666,2.55,17.975,34.235,25.045,18.314999999999998,68.25,21.9,12.6
108,108,0,520995,INDIARA,0.0,0.001985345734283328,0.30665,81.08654166666666,15.326633333333334,2.4239083333333333,0.7356416666666667,0.42696666666666666,3.1,19.75,33.775000000000006,24.64,17.41,65.1,13.75,15.9
108,112,4,521010,IPAMERI,0.0,0.0016036606393754482,0.1296,62.964870833333336,34.96893333333334,1.0997249999999998,0.338,0.6381833333333333,2.4,19.065,32.925,23.564999999999998,16.14,65.4,17.55,14.6
108,128,20,520990,IACIARA,0.0,0.0010635857470333576,0.13765,79.67865833333333,19.433995833333334,0.21901666666666664,0.2791083333333333,0.39274166666666666,2.2,19.475,35.235,25.165,17.37,59.55,13.5,18.2
108,104,4,520993,INACIOLANDIA,0.0,0.0024043559096753597,1.72215,81.64930000000001,6.579529166666667,3.241204166666667,0.30080416666666665,8.209679166666668,2.4,19.605,34.8,25.945,18.115000000000002,61.0,15.75,15.5
108,184,76,521160,IVOLANDIA,0.0,-0.0004312027886044234,0.24259999999999998,65.73491250000001,33.136399999999995,0.5468416666666667,0.1457,0.43685416666666665,2.6,17.97,33.620000000000005,25.035,18.205,60.7,22.25,13.4
108,151,43,521140,ITAUCU,0.0,0.0004206930461805314,0.3259,81.56374583333334,17.699666666666666,0.0027083333333333,0.5597166666666666,0.176825,2.95,17.564999999999998,32.89,23.89,17.155,69.80000000000001,21.1,12.7
108,139,31,521130,ITARUMA,0.0,0.0006485548219643533,0.4381,79.26282916666665,15.393895833333334,2.848583333333333,0.10521249999999999,2.3876,2.3,19.95,34.875,25.8,17.39,61.15,16.7,16.05
108,97,11,521170,JANDAIA,0.0,0.002738115144893527,0.3031,81.42019166666667,16.060858333333336,1.7445791666666666,0.48596666666666666,0.2885916666666667,3.1,19.75,33.775000000000006,24.64,17.41,65.1,21.65,13.2
108,119,11,521210,JOVIANIA,0.0,0.0014258100418373942,0.06225,85.29599166666667,12.5348,1.20175,0.6331583333333333,0.338225,2.55,18.95,33.54,24.380000000000003,17.035,66.1,16.75,15.0
108,142,34,521120,ITAPURANGA,0.0,0.0005625127232633531,0.1753,72.91994166666667,26.299075,0.1056,0.5068708333333334,0.18186249999999998,2.6,18.125,34.215,24.81,18.15,69.55000000000001,19.9,13.2
108,157,49,521100,ITAPIRAPUA,0.0,0.00025253562489524484,0.050850000000000006,78.43864583333334,19.8901125,1.0205,0.1554833333333333,0.47538333333333327,2.5,18.735,36.415000000000006,26.689999999999998,19.845,63.95,19.0,13.8
108,150,42,521080,ITAJA,0.0,0.0004315013065934181,0.33394999999999997,76.31950833333333,17.720462500000004,2.3678125000000003,0.1004958333333333,3.4989,2.3,19.95,34.875,25.8,17.39,61.15,18.9,14.2
108,134,26,521260,MAIRIPOTABA,0.0,0.0008057333761826158,0.11199999999999999,71.19770833333334,26.433054166666665,1.9079041666666665,0.24082499999999996,0.2193,2.55,19.130000000000003,33.32,24.305,16.810000000000002,66.75,23.45,12.45
108,155,47,521225,LAGOA SANTA,0.0,0.0002949336776509881,0.048549999999999996,82.12470416666667,13.593329166666667,3.641075,0.2421,0.3819,2.3,19.95,34.875,25.8,17.39,61.15,13.55,17.6
108,76,32,521220,JUSSARA,0.0,0.004202798940241337,0.52545,69.69400416666667,27.618458333333336,1.0525,0.206,1.4211,2.2,19.795,36.88,27.095,19.595,60.0,17.05,14.5
108,78,30,521290,MARZAGAO,0.0,0.004132276866585016,0.0758,73.46598333333333,23.894037500000003,0.27124166666666666,0.48280416666666665,2.0277708333333333,2.5,18.244999999999997,33.515,24.645,17.39,67.55000000000001,15.0,16.6
108,105,3,521308,MINACU,0.0,0.0021978733129799366,1.1151,23.027479166666666,72.11439999999999,0.76895,0.8709166666666667,3.2181583333333332,2.0999999999999996,18.65,36.120000000000005,26.36,19.200000000000003,58.3,16.45,15.4
108,30,78,521300,MAURILANDIA,0.0,0.011592509225010872,0.94055,86.76290416666666,6.727670833333333,4.834479166666666,0.867175,0.7782,2.55,20.05,33.87,24.725,16.95,61.15,12.75,17.65
