cod_mun,municipio,ano_mes,temp_media_c,temp_min_c,temp_max_c,temp_amplitude_c,precip_mm,umidade_relativa_pct
520940,GUARANI DE GOIAS,2023-06,22.79,14.6,32.05,17.45,0.0,53.0
520940,GUARANI DE GOIAS,2023-07,23.34,12.65,33.51,20.86,0.0,46.4
520940,GUARANI DE GOIAS,2023-08,25.18,15.98,35.28,19.3,0.6,45.8
520940,GUARANI DE GOIAS,2023-09,27.74,17.39,40.51,23.12,1.0,40.1
520940,GUARANI DE GOIAS,2023-10,29.7,20.95,39.47,18.52,0.8,42.4
520940,GUARANI DE GOIAS,2023-11,29.67,20.15,41.42,21.27,1.5,44.6
520940,GUARANI DE GOIAS,2023-12,27.96,20.09,37.99,17.9,2.8,53.3
520940,GUARANI DE GOIAS,2023-13,25.56,12.65,41.42,28.77,1.7,55.7
520940,GUARANI DE GOIAS,2024-01,25.73,19.82,36.61,16.79,5.6,72.5
520940,GUARANI DE GOIAS,2024-02,24.8,17.65,33.72,16.07,5.1,73.5
520940,GUARANI DE GOIAS,2024-03,26.68,19.96,34.62,14.66,4.4,67.7
520940,GUARANI DE GOIAS,2024-04,25.69,16.79,34.56,17.77,2.5,64.9
520940,GUARANI DE GOIAS,2024-05,25.56,16.45,35.41,18.96,0.0,43.8
520940,GUARANI DE GOIAS,2024-06,23.51,14.97,33.15,18.18,0.0,46.7
520940,GUARANI DE GOIAS,2024-07,22.91,14.32,33.08,18.76,0.0,41.0
520940,GUARANI DE GOIAS,2024-08,24.8,15.44,35.28,19.84,0.0,37.3
520940,GUARANI DE GOIAS,2024-09,26.84,17.09,38.0,20.91,0.0,30.8
520940,GUARANI DE GOIAS,2024-10,27.56,18.8,39.23,20.43,6.4,54.3
520940,GUARANI DE GOIAS,2024-11,24.58,18.01,31.93,13.92,5.4,76.2
520940,GUARANI DE GOIAS,2024-12,25.43,18.78,34.57,15.79,4.5,68.7
520940,GUARANI DE GOIAS,2024-13,25.35,14.32,39.23,24.91,2.8,56.4
520940,GUARANI DE GOIAS,2025-01,24.72,19.06,33.06,14.0,5.6,76.1
520940,GUARANI DE GOIAS,2025-02,25.75,17.61,35.03,17.42,2.5,59.9
520940,GUARANI DE GOIAS,2025-03,27.64,18.88,38.2,19.32,2.1,49.6
520940,GUARANI DE GOIAS,2025-04,25.98,17.45,34.09,16.64,2.8,63.3
520940,GUARANI DE GOIAS,2025-05,24.88,16.12,33.6,17.48,0.0,49.3
520940,GUARANI DE GOIAS,2025-06,23.18,14.33,32.97,18.64,0.6,51.6
520940,GUARANI DE GOIAS,2025-07,22.67,13.87,33.29,19.42,0.0,43.0
520940,GUARANI DE GOIAS,2025-08,24.89,14.93,33.91,18.98,0.0,37.4
520940,GUARANI DE GOIAS,2025-09,27.16,17.48,36.83,19.35,0.1,33.7
520940,GUARANI DE GOIAS,2025-10,27.6,15.53,38.29,22.76,0.9,39.8
520940,GUARANI DE GOIAS,2025-11,26.82,18.93,38.09,19.16,4.0,58.9
520940,GUARANI DE GOIAS,2025-12,24.35,17.88,34.61,16.73,6.8,74.9
520940,GUARANI DE GOIAS,2025-13,25.46,13.87,38.29,24.42,2.1,53.1
520945,GUARINOS,2017-01,27.21,20.55,38.43,17.88,2.9,71.2
520945,GUARINOS,2017-02,25.59,20.58,32.34,11.76,3.8,79.2
520945,GUARINOS,2017-03,27.73,20.6,37.39,16.79,2.1,70.2
520945,GUARINOS,2017-04,27.49,20.2,37.02,16.82,1.9,69.1
520945,GUARINOS,2017-05,28.6,18.62,37.42,18.8,0.4,51.9
520945,GUARINOS,2017-06,27.74,18.54,38.09,19.55,0.1,39.8
520945,GUARINOS,2017-07,24.73,14.69,35.31,20.62,0.3,38.5
520945,GUARINOS,2017-08,28.37,15.51,39.44,23.93,0.6,32.8
520945,GUARINOS,2017-09,30.02,18.92,40.44,21.52,0.1,27.0
520945,GUARINOS,2017-10,31.98,21.14,43.14,22.0,0.9,34.6
520945,GUARINOS,2017-11,27.26,20.47,37.15,16.68,4.0,70.9
520945,GUARINOS,2017-12,25.87,20.83,34.79,13.96,6.5,79.0
520945,GUARINOS,2017-13,27.73,14.69,43.14,28.45,1.9,55.2
520945,GUARINOS,2018-01,27.22,20.44,38.81,18.37,4.3,71.2
520945,GUARINOS,2018-02,25.91,21.01,33.1,12.09,7.0,79.8
520945,GUARINOS,2018-03,26.08,20.77,33.67,12.9,5.2,80.0
520945,GUARINOS,2018-04,25.86,20.2,35.16,14.96,1.9,74.7
520945,GUARINOS,2018-05,26.61,13.83,36.75,22.92,0.6,55.1
520945,GUARINOS,2018-06,26.93,17.02,36.85,19.83,0.0,43.0
520945,GUARINOS,2018-07,26.73,17.91,36.23,18.32,0.0,36.7
520945,GUARINOS,2018-08,29.14,19.19,38.74,19.55,0.2,35.7
520945,GUARINOS,2018-09,31.08,18.22,40.99,22.77,0.2,32.1
520945,GUARINOS,2018-10,28.59,21.81,39.81,18.0,5.9,65.7
520945,GUARINOS,2018-11,25.86,20.64,32.86,12.22,6.5,79.9
520945,GUARINOS,2018-12,26.4,20.03,35.49,15.46,4.6,75.6
520945,GUARINOS,2018-13,27.21,13.83,40.99,27.16,3.0,60.7
520945,GUARINOS,2019-01,27.69,21.1,38.04,16.94,2.7,69.0
520945,GUARINOS,2019-02,26.73,20.64,35.89,15.25,5.6,77.0
520945,GUARINOS,2019-03,26.35,20.9,33.63,12.73,4.3,78.8
520945,GUARINOS,2019-04,26.44,19.71,32.91,13.2,3.5,77.1
520945,GUARINOS,2019-05,27.7,17.97,37.07,19.1,0.1,57.8
520945,GUARINOS,2019-06,26.85,18.14,36.14,18.0,0.0,44.9
520945,GUARINOS,2019-07,26.59,14.84,36.27,21.43,0.0,36.8
520945,GUARINOS,2019-08,29.16,18.75,39.21,20.46,0.0,32.8
520945,GUARINOS,2019-09,31.64,20.81,42.48,21.67,0.5,29.6
520945,GUARINOS,2019-10,30.69,22.74,41.74,19.0,2.2,50.2
520945,GUARINOS,2019-11,28.65,21.25,38.16,16.91,3.7,65.9
520945,GUARINOS,2019-12,28.53,21.25,38.39,17.14,2.9,66.5
520945,GUARINOS,2019-13,28.09,14.84,42.48,27.64,2.1,57.1
520945,GUARINOS,2020-01,26.64,21.73,35.77,14.04,7.0,79.1
520945,GUARINOS,2020-02,26.32,20.53,33.35,12.82,8.8,79.9
520945,GUARINOS,2020-03,25.52,20.46,32.43,11.97,7.9,83.8
520945,GUARINOS,2020-04,25.45,17.72,32.61,14.89,3.5,80.2
520945,GUARINOS,2020-05,23.9,13.23,31.55,18.32,1.4,71.3
520945,GUARINOS,2020-06,25.19,15.07,34.27,19.2,0.0,57.6
520945,GUARINOS,2020-07,26.02,17.23,35.48,18.25,0.0,44.4
520945,GUARINOS,2020-08,28.16,17.22,39.27,22.05,0.0,36.4
520945,GUARINOS,2020-09,30.82,21.61,42.85,21.24,0.3,33.4
520945,GUARINOS,2020-10,29.62,21.76,43.83,22.07,3.6,55.7
520945,GUARINOS,2020-11,27.34,20.31,36.36,16.05,3.5,69.7
520945,GUARINOS,2020-12,28.19,20.74,39.92,19.18,3.6,67.2
520945,GUARINOS,2020-13,26.93,13.23,43.83,30.6,3.3,63.2
520945,GUARINOS,2021-01,27.92,20.54,38.39,17.85,3.7,68.7
520945,GUARINOS,2021-02,25.97,20.68,38.62,17.94,7.9,79.6
520945,GUARINOS,2021-03,25.81,19.73,37.12,17.39,3.0,75.7
520945,GUARINOS,2021-04,26.25,17.72,36.96,19.24,1.7,67.6
520945,GUARINOS,2021-05,26.82,16.79,37.5,20.71,0.1,55.0
520945,GUARINOS,2021-06,26.65,14.38,36.35,21.97,0.1,45.7
520945,GUARINOS,2021-07,26.13,15.48,37.01,21.53,0.0,35.3
520945,GUARINOS,2021-08,28.56,17.82,38.88,21.06,0.0,30.6
520945,GUARINOS,2021-09,31.74,21.62,42.14,20.52,0.5,28.8
520945,GUARINOS,2021-10,30.11,22.39,41.5,19.11,4.0,57.4
520945,GUARINOS,2021-11,25.65,21.31,32.63,11.32,7.3,81.5
520945,GUARINOS,2021-12,25.37,20.67,31.68,11.01,10.4,84.9
520945,GUARINOS,2021-13,27.26,14.38,42.14,27.76,3.2,59.1
520945,GUARINOS,2022-01,24.83,19.05,31.91,12.86,11.3,84.3
520945,GUARINOS,2022-02,25.28,18.8,31.7,12.9,7.8,83.0
520945,GUARINOS,2022-03,25.74,20.59,31.42,10.83,2.6,80.8
520945,GUARINOS,2022-04,25.7,17.66,31.89,14.23,0.7,73.5
520945,GUARINOS,2022-05,23.87,8.01,34.38,26.37,0.0,63.5
520945,GUARINOS,2022-06,24.95,15.77,34.76,18.99,0.1,53.6
520945,GUARINOS,2022-07,25.66,16.09,35.42,19.33,0.0,42.4
520945,GUARINOS,2022-08,27.91,17.15,37.98,20.83,0.0,34.5
520945,GUARINOS,2022-09,29.72,19.07,40.8,21.73,1.1,39.7
520945,GUARINOS,2022-10,29.91,21.18,41.37,20.19,3.1,51.3
520945,GUARINOS,2022-11,26.65,19.65,35.03,15.38,4.9,72.0
520945,GUARINOS,2022-12,24.99,20.49,32.89,12.4,8.7,83.0
520945,GUARINOS,2022-13,26.27,8.01,41.37,33.36,3.3,63.4
520945,GUARINOS,2023-01,25.04,20.06,30.6,10.54,7.9,82.6
520945,GUARINOS,2023-02,26.68,21.33,34.29,12.96,2.6,76.0
520945,GUARINOS,2023-03,25.29,19.71,32.72,13.01,5.8,80.7
520945,GUARINOS,2023-04,26.06,19.53,34.1,14.57,1.2,75.9
520945,GUARINOS,2023-05,26.14,15.89,35.79,19.9,0.0,56.2
520945,GUARINOS,2023-06,26.41,17.11,35.91,18.8,0.1,48.9
520945,GUARINOS,2023-07,27.17,15.87,37.23,21.36,0.0,39.0
520945,GUARINOS,2023-08,29.25,19.59,39.86,20.27,0.8,36.7
520945,GUARINOS,2023-09,32.23,22.35,42.49,20.14,0.2,36.1
520945,GUARINOS,2023-10,32.74,23.49,43.23,19.74,1.6,45.9
520945,GUARINOS,2023-11,30.51,21.02,41.12,20.1,3.2,57.8
520945,GUARINOS,2023-12,30.72,22.92,41.69,18.77,3.9,54.9
520945,GUARINOS,2023-13,28.19,15.87,43.23,27.36,2.3,57.4
520945,GUARINOS,2024-01,26.95,21.78,35.54,13.76,5.9,78.4
520945,GUARINOS,2024-02,27.6,21.29,37.79,16.5,3.3,72.3
520945,GUARINOS,2024-03,29.1,22.01,39.58,17.57,3.4,69.2
520945,GUARINOS,2024-04,28.37,21.61,37.91,16.3,2.5,68.3
520945,GUARINOS,2024-05,29.07,19.3,39.17,19.87,0.0,36.3
520945,GUARINOS,2024-06,27.29,18.16,36.34,18.18,0.0,36.8
520945,GUARINOS,2024-07,27.16,17.74,37.55,19.81,0.0,31.0
520945,GUARINOS,2024-08,28.68,18.02,39.43,21.41,0.0,28.2
520945,GUARINOS,2024-09,31.9,20.82,41.98,21.16,0.1,22.9
520945,GUARINOS,2024-10,30.54,22.06,43.54,21.48,5.1,53.1
520945,GUARINOS,2024-11,26.36,21.53,32.54,11.01,9.0,80.1
520945,GUARINOS,2024-12,27.17,20.92,34.12,13.2,5.5,75.3
520945,GUARINOS,2024-13,28.35,17.74,43.54,25.8,2.9,54.3
520945,GUARINOS,2025-01,26.05,21.09,32.79,11.7,8.9,81.9
520945,GUARINOS,2025-02,26.34,20.54,34.84,14.3,4.7,75.9
520945,GUARINOS,2025-03,27.11,21.03,35.8,14.77,3.3,72.4
520945,GUARINOS,2025-04,27.73,21.95,36.37,14.42,1.5,69.6
520945,GUARINOS,2025-05,27.96,18.53,37.92,19.39,0.1,47.6
520945,GUARINOS,2025-06,26.89,17.08,36.59,19.51,0.4,45.7
520945,GUARINOS,2025-07,26.67,17.16,36.9,19.74,0.0,36.3
520945,GUARINOS,2025-08,28.61,15.19,39.26,24.07,0.0,28.8
520945,GUARINOS,2025-09,31.58,22.52,41.46,18.94,0.3,30.9
520945,GUARINOS,2025-10,31.26,20.41,41.79,21.38,1.5,40.0
520945,GUARINOS,2025-11,29.98,21.07,40.29,19.22,2.4,56.3
520945,GUARINOS,2025-12,26.3,20.52,37.12,16.6,7.2,77.4
520945,GUARINOS,2025-13,28.04,15.19,41.79,26.6,2.5,55.1
520960,HEITORAI,2017-01,25.26,18.58,36.72,18.14,4.2,75.1
520960,HEITORAI,2017-02,23.99,18.18,30.51,12.33,7.1,81.6
520960,HEITORAI,2017-03,25.16,18.72,33.25,14.53,4.2,76.0
520960,HEITORAI,2017-04,24.44,17.14,32.66,15.52,2.9,77.7
520960,HEITORAI,2017-05,24.5,14.95,33.55,18.6,0.7,65.9
520960,HEITORAI,2017-06,24.05,14.75,34.4,19.65,0.0,51.5
520960,HEITORAI,2017-07,22.02,12.05,32.63,20.58,0.2,44.1
520960,HEITORAI,2017-08,26.27,14.02,37.49,23.47,0.3,35.1
520960,HEITORAI,2017-09,27.69,16.85,37.81,20.96,0.4,29.9
520960,HEITORAI,2017-10,29.55,19.52,41.58,22.06,1.9,39.8
520960,HEITORAI,2017-11,25.39,16.1,34.89,18.79,6.3,73.6
520960,HEITORAI,2017-12,24.21,18.48,32.34,13.86,8.2,82.3
520960,HEITORAI,2017-13,25.22,12.05,41.58,29.53,3.0,60.9
520960,HEITORAI,2018-01,24.5,18.21,33.78,15.57,6.2,77.7
520960,HEITORAI,2018-02,24.31,18.9,31.36,12.46,6.9,81.4
520960,HEITORAI,2018-03,24.52,18.66,31.34,12.68,5.2,82.1
520960,HEITORAI,2018-04,23.18,17.51,29.95,12.44,2.1,81.7
520960,HEITORAI,2018-05,22.42,8.3,31.52,23.22,0.4,67.3
520960,HEITORAI,2018-06,23.42,14.64,32.91,18.27,0.0,55.5
520960,HEITORAI,2018-07,24.06,14.53,34.09,19.56,0.0,43.1
520960,HEITORAI,2018-08,26.66,15.51,36.42,20.91,0.3,39.9
520960,HEITORAI,2018-09,28.54,15.7,39.06,23.36,0.5,36.3
520960,HEITORAI,2018-10,26.52,20.24,37.05,16.81,6.5,69.3
520960,HEITORAI,2018-11,24.22,19.44,31.16,11.72,5.7,81.6
520960,HEITORAI,2018-12,24.61,19.0,32.75,13.75,6.9,79.0
520960,HEITORAI,2018-13,24.75,8.3,39.06,30.76,3.4,66.1
520960,HEITORAI,2019-01,25.32,18.71,33.63,14.92,3.9,74.2
520960,HEITORAI,2019-02,24.79,19.17,33.98,14.81,6.3,81.1
520960,HEITORAI,2019-03,24.5,19.3,31.48,12.18,5.4,82.5
520960,HEITORAI,2019-04,24.66,18.2,31.54,13.34,3.9,80.1
520960,HEITORAI,2019-05,23.99,14.57,32.81,18.24,0.3,71.6
520960,HEITORAI,2019-06,23.19,15.08,32.59,17.51,0.0,57.6
520960,HEITORAI,2019-07,23.74,9.94,34.32,24.38,0.0,43.4
520960,HEITORAI,2019-08,26.89,16.25,37.32,21.07,0.0,36.4
520960,HEITORAI,2019-09,29.91,20.28,40.85,20.57,0.2,30.4
520960,HEITORAI,2019-10,29.12,20.8,40.24,19.44,2.1,49.9
520960,HEITORAI,2019-11,27.21,20.37,37.59,17.22,3.2,66.0
520960,HEITORAI,2019-12,26.64,19.98,36.72,16.74,3.4,70.4
520960,HEITORAI,2019-13,25.83,9.94,40.85,30.91,2.4,61.8
520960,HEITORAI,2020-01,25.51,19.9,35.46,15.56,7.7,79.0
520960,HEITORAI,2020-02,24.75,19.3,32.57,13.27,12.3,82.5
520960,HEITORAI,2020-03,24.28,18.79,31.84,13.05,8.3,84.0
520960,HEITORAI,2020-04,23.6,15.57,31.19,15.62,5.4,82.8
520960,HEITORAI,2020-05,21.16,10.07,29.02,18.95,0.4,77.6
520960,HEITORAI,2020-06,21.29,12.4,29.3,16.9,0.0,72.3
520960,HEITORAI,2020-07,22.32,14.48,32.38,17.9,0.0,58.1
520960,HEITORAI,2020-08,24.89,13.97,36.94,22.97,0.0,45.4
520960,HEITORAI,2020-09,28.55,19.21,41.14,21.93,0.2,36.0
520960,HEITORAI,2020-10,27.37,19.98,42.06,22.08,8.6,60.5
520960,HEITORAI,2020-11,25.5,17.42,34.51,17.09,3.5,71.3
520960,HEITORAI,2020-12,25.91,19.04,37.35,18.31,4.5,72.1
520960,HEITORAI,2020-13,24.59,10.07,42.06,31.99,4.2,68.4
520960,HEITORAI,2021-01,25.66,18.1,34.46,16.36,5.2,73.0
520960,HEITORAI,2021-02,24.28,18.99,34.23,15.24,8.5,82.7
520960,HEITORAI,2021-03,23.84,17.55,32.67,15.12,3.9,77.9
520960,HEITORAI,2021-04,23.16,13.86,32.01,18.15,2.2,72.2
520960,HEITORAI,2021-05,23.73,14.29,34.4,20.11,0.1,62.1
520960,HEITORAI,2021-06,23.78,10.42,33.85,23.43,0.2,52.4
520960,HEITORAI,2021-07,23.23,11.19,34.25,23.06,0.0,38.9
520960,HEITORAI,2021-08,26.35,15.69,37.52,21.83,0.0,33.1
520960,HEITORAI,2021-09,29.71,18.72,41.09,22.37,0.8,31.1
520960,HEITORAI,2021-10,27.87,20.25,39.71,19.46,5.1,61.2
520960,HEITORAI,2021-11,24.33,18.78,32.75,13.97,8.8,81.9
520960,HEITORAI,2021-12,24.11,18.64,31.15,12.51,8.8,84.4
520960,HEITORAI,2021-13,25.01,10.42,41.09,30.67,3.6,62.4
520960,HEITORAI,2022-01,23.42,17.65,31.01,13.36,11.6,85.2
520960,HEITORAI,2022-02,23.73,18.03,30.12,12.09,9.3,85.0
520960,HEITORAI,2022-03,24.25,18.55,30.53,11.98,2.7,80.9
520960,HEITORAI,2022-04,23.75,14.78,30.64,15.86,0.3,75.0
520960,HEITORAI,2022-05,21.46,5.27,31.96,26.69,0.1,66.6
520960,HEITORAI,2022-06,22.74,13.76,32.18,18.42,0.0,56.6
520960,HEITORAI,2022-07,23.33,13.81,33.59,19.78,0.0,45.4
520960,HEITORAI,2022-08,25.67,13.82,36.25,22.43,0.0,36.5
520960,HEITORAI,2022-09,27.9,17.14,38.7,21.56,1.2,41.5
520960,HEITORAI,2022-10,27.69,19.49,39.33,19.84,3.3,55.3
520960,HEITORAI,2022-11,25.29,17.13,34.12,16.99,7.7,71.3
520960,HEITORAI,2022-12,23.48,18.95,30.53,11.58,10.7,85.0
520960,HEITORAI,2022-13,24.39,5.27,39.33,34.06,3.9,65.2
520960,HEITORAI,2023-01,23.53,18.71,29.38,10.67,8.5,84.4
520960,HEITORAI,2023-02,24.87,19.45,31.82,12.37,2.8,79.2
520960,HEITORAI,2023-03,23.83,17.52,31.37,13.85,5.7,81.3
520960,HEITORAI,2023-04,23.88,16.22,30.85,14.63,1.9,80.3
520960,HEITORAI,2023-05,22.01,13.15,31.28,18.13,0.0,68.7
520960,HEITORAI,2023-06,22.41,13.82,32.56,18.74,0.2,61.0
520960,HEITORAI,2023-07,24.05,13.21,34.37,21.16,0.0,47.6
520960,HEITORAI,2023-08,26.94,17.13,38.04,20.91,0.6,39.9
520960,HEITORAI,2023-09,30.2,20.5,40.33,19.83,0.5,39.3
520960,HEITORAI,2023-10,30.04,22.1,41.26,19.16,2.5,53.4
520960,HEITORAI,2023-11,28.81,19.19,40.65,21.46,4.5,60.0
520960,HEITORAI,2023-12,28.95,20.99,39.73,18.74,3.3,58.0
520960,HEITORAI,2023-13,25.8,13.15,41.26,28.11,2.5,62.6
520960,HEITORAI,2024-01,25.5,20.18,34.2,14.02,7.6,78.8
520960,HEITORAI,2024-02,25.45,18.72,35.34,16.62,4.7,76.7
520960,HEITORAI,2024-03,26.89,20.63,36.53,15.9,4.5,74.7
520960,HEITORAI,2024-04,26.15,18.72,35.25,16.53,2.4,71.3
520960,HEITORAI,2024-05,25.71,16.05,35.93,19.88,0.0,46.5
520960,HEITORAI,2024-06,24.56,15.59,33.71,18.12,0.0,43.5
520960,HEITORAI,2024-07,24.83,15.61,35.13,19.52,0.0,34.7
520960,HEITORAI,2024-08,26.24,13.83,37.36,23.53,0.0,30.6
520960,HEITORAI,2024-09,30.07,18.75,40.35,21.6,0.3,25.1
520960,HEITORAI,2024-10,28.59,19.87,42.02,22.15,8.0,56.7
520960,HEITORAI,2024-11,24.76,19.86,31.15,11.29,10.4,82.6
520960,HEITORAI,2024-12,25.2,18.54,32.28,13.74,5.4,79.4
520960,HEITORAI,2024-13,26.16,13.83,42.02,28.19,3.6,58.3
520960,HEITORAI,2025-01,24.69,19.66,31.85,12.19,7.1,82.9
520960,HEITORAI,2025-02,24.97,18.88,33.32,14.44,6.0,76.2
520960,HEITORAI,2025-03,25.24,19.02,33.42,14.4,4.2,75.3
520960,HEITORAI,2025-04,25.28,19.45,32.39,12.94,1.7,75.5
520960,HEITORAI,2025-05,24.18,15.41,33.75,18.34,0.1,59.1
520960,HEITORAI,2025-06,24.09,14.66,33.37,18.71,0.2,52.8
520960,HEITORAI,2025-07,24.16,15.11,34.62,19.51,0.0,40.9
520960,HEITORAI,2025-08,26.13,11.92,36.99,25.07,0.0,30.5
520960,HEITORAI,2025-09,29.12,20.14,39.5,19.36,0.7,34.4
520960,HEITORAI,2025-10,29.39,19.13,40.46,21.33,1.4,40.8
520960,HEITORAI,2025-11,28.22,17.17,37.95,20.78,2.8,58.3
520960,HEITORAI,2025-12,25.24,19.23,36.81,17.58,6.5,76.6
520960,HEITORAI,2025-13,25.89,11.92,40.46,28.54,2.5,58.5
520970,HIDROLANDIA,2017-01,24.38,18.67,34.28,15.61,6.0,77.9
520970,HIDROLANDIA,2017-02,23.49,16.2,30.14,13.94,5.7,81.5
520970,HIDROLANDIA,2017-03,24.41,18.19,31.48,13.29,3.9,77.5
520970,HIDROLANDIA,2017-04,23.7,15.73,31.51,15.78,3.9,78.1
520970,HIDROLANDIA,2017-05,22.96,13.03,31.73,18.7,2.0,71.0
520970,HIDROLANDIA,2017-06,21.91,12.42,32.22,19.8,0.0,59.3
520970,HIDROLANDIA,2017-07,20.42,9.52,31.31,21.79,0.0,47.1
520970,HIDROLANDIA,2017-08,25.17,13.5,36.6,23.1,0.0,35.2
520970,HIDROLANDIA,2017-09,26.53,15.82,37.01,21.19,0.6,31.1
520970,HIDROLANDIA,2017-10,28.14,16.77,40.9,24.13,2.3,43.0
520970,HIDROLANDIA,2017-11,24.2,14.42,31.76,17.34,8.5,77.8
520970,HIDROLANDIA,2017-12,23.88,18.45,30.67,12.22,6.9,82.7
520970,HIDROLANDIA,2017-13,24.1,9.52,40.9,31.38,3.3,63.4
520970,HIDROLANDIA,2018-01,23.97,17.96,32.37,14.41,6.7,78.8
520970,HIDROLANDIA,2018-02,23.78,18.73,30.43,11.7,8.1,82.1
520970,HIDROLANDIA,2018-03,24.07,17.99,30.62,12.63,4.1,82.5
520970,HIDROLANDIA,2018-04,22.09,14.79,28.56,13.77,4.8,83.0
520970,HIDROLANDIA,2018-05,20.44,6.2,28.59,22.39,0.4,72.8
520970,HIDROLANDIA,2018-06,21.62,12.97,31.06,18.09,0.0,62.8
520970,HIDROLANDIA,2018-07,22.11,11.89,33.18,21.29,0.0,50.0
520970,HIDROLANDIA,2018-08,24.79,11.16,34.96,23.8,0.4,44.1
520970,HIDROLANDIA,2018-09,26.75,12.87,38.33,25.46,1.1,42.6
520970,HIDROLANDIA,2018-10,25.45,19.21,36.54,17.33,6.3,72.5
520970,HIDROLANDIA,2018-11,23.67,18.23,31.33,13.1,7.9,81.9
520970,HIDROLANDIA,2018-12,24.27,18.33,32.14,13.81,6.0,78.7
520970,HIDROLANDIA,2018-13,23.58,6.2,38.33,32.13,3.8,69.2
520970,HIDROLANDIA,2019-01,24.64,17.6,32.76,15.16,3.6,74.8
520970,HIDROLANDIA,2019-02,24.43,18.51,33.98,15.47,7.0,81.2
520970,HIDROLANDIA,2019-03,23.82,18.95,30.31,11.36,5.6,83.8
520970,HIDROLANDIA,2019-04,23.77,17.35,29.66,12.31,4.8,81.2
520970,HIDROLANDIA,2019-05,22.36,12.84,29.91,17.07,2.0,77.0
520970,HIDROLANDIA,2019-06,20.95,11.99,30.73,18.74,0.0,64.8
520970,HIDROLANDIA,2019-07,21.3,5.01,32.56,27.55,0.0,52.5
520970,HIDROLANDIA,2019-08,25.21,13.71,36.5,22.79,0.0,41.4
520970,HIDROLANDIA,2019-09,28.86,18.47,40.34,21.87,0.5,33.6
520970,HIDROLANDIA,2019-10,27.71,19.3,39.77,20.47,2.6,53.8
520970,HIDROLANDIA,2019-11,26.35,19.07,38.05,18.98,4.8,69.6
520970,HIDROLANDIA,2019-12,25.0,19.48,32.82,13.34,6.7,77.8
520970,HIDROLANDIA,2019-13,24.53,5.01,40.34,35.33,3.1,65.9
520970,HIDROLANDIA,2020-01,24.89,19.17,33.25,14.08,8.4,80.8
520970,HIDROLANDIA,2020-02,23.85,18.69,30.55,11.86,11.0,85.0
520970,HIDROLANDIA,2020-03,23.79,17.21,30.5,13.29,4.5,82.3
520970,HIDROLANDIA,2020-04,22.91,15.03,30.2,15.17,3.2,82.0
520970,HIDROLANDIA,2020-05,20.11,9.07,28.4,19.33,0.3,75.2
520970,HIDROLANDIA,2020-06,21.28,11.57,29.99,18.42,0.0,67.0
520970,HIDROLANDIA,2020-07,22.04,12.97,32.4,19.43,0.0,54.7
520970,HIDROLANDIA,2020-08,24.1,12.31,36.78,24.47,0.0,42.2
520970,HIDROLANDIA,2020-09,28.14,18.08,41.2,23.12,0.2,33.9
520970,HIDROLANDIA,2020-10,27.82,19.9,42.41,22.51,3.6,56.1
520970,HIDROLANDIA,2020-11,25.74,16.36,37.71,21.35,3.0,64.8
520970,HIDROLANDIA,2020-12,25.84,18.62,38.06,19.44,4.8,70.1
520970,HIDROLANDIA,2020-13,24.21,9.07,42.41,33.34,3.2,66.1
520970,HIDROLANDIA,2021-01,25.87,17.36,36.7,19.34,3.5,68.6
520970,HIDROLANDIA,2021-02,24.5,17.41,35.45,18.04,8.8,78.6
520970,HIDROLANDIA,2021-03,23.57,16.54,32.77,16.23,3.0,75.8
520970,HIDROLANDIA,2021-04,23.21,13.42,32.6,19.18,1.5,65.8
520970,HIDROLANDIA,2021-05,23.21,13.97,34.2,20.23,0.2,57.8
520970,HIDROLANDIA,2021-06,22.49,7.9,33.52,25.62,0.3,52.9
520970,HIDROLANDIA,2021-07,21.29,7.6,32.63,25.03,0.0,39.0
520970,HIDROLANDIA,2021-08,25.0,14.36,36.57,22.21,0.1,35.1
520970,HIDROLANDIA,2021-09,29.09,17.56,40.12,22.56,1.6,32.2
520970,HIDROLANDIA,2021-10,26.63,18.51,37.67,19.16,4.3,64.8
520970,HIDROLANDIA,2021-11,24.18,17.96,33.42,15.46,7.0,79.5
520970,HIDROLANDIA,2021-12,24.33,17.22,32.23,15.01,6.6,78.8
520970,HIDROLANDIA,2021-13,24.44,7.6,40.12,32.52,3.0,60.6
520970,HIDROLANDIA,2022-01,23.44,17.02,31.38,14.36,6.3,81.8
520970,HIDROLANDIA,2022-02,23.48,18.48,30.19,11.71,8.8,83.6
520970,HIDROLANDIA,2022-03,23.8,17.6,30.14,12.54,5.0,78.9
520970,HIDROLANDIA,2022-04,23.1,12.3,30.64,18.34,1.3,74.1
520970,HIDROLANDIA,2022-05,20.53,4.21,31.93,27.72,0.5,65.3
520970,HIDROLANDIA,2022-06,21.75,11.11,32.07,20.96,0.1,56.5
520970,HIDROLANDIA,2022-07,22.6,12.9,33.11,20.21,0.0,44.0
520970,HIDROLANDIA,2022-08,24.37,9.75,35.19,25.44,0.1,37.7
520970,HIDROLANDIA,2022-09,26.92,15.67,38.63,22.96,2.3,42.6
520970,HIDROLANDIA,2022-10,26.32,17.75,38.37,20.62,3.6,59.6
520970,HIDROLANDIA,2022-11,24.58,16.38,33.69,17.31,6.9,70.0
520970,HIDROLANDIA,2022-12,23.16,16.69,29.46,12.77,11.4,84.3
520970,HIDROLANDIA,2022-13,23.67,4.21,38.63,34.42,3.8,64.8
