cod_mun,ano_mes,pct_territorio_queimado
521300,2021-01,1.0248
521300,2022-01,4.2126
521300,2023-01,0.8563
521300,2024-01,1.5085
521300,2025-01,
521305,2017-01,11.1824
521305,2018-01,5.4075
521305,2020-01,5.1449
521305,2021-01,16.1088
521305,2022-01,5.8157
521305,2023-01,9.3544
521305,2024-01,14.697
521305,2025-01,
521308,2017-01,9.9323
521308,2018-01,0.2791
521308,2020-01,0.9595
521308,2021-01,2.4411
521308,2022-01,2.9377
521308,2023-01,1.2707
521308,2024-01,0.4639
521308,2025-01,
521310,2017-01,1.4916
521310,2018-01,1.1666
521310,2020-01,3.5119
521310,2021-01,4.3709
521310,2022-01,1.1033
521310,2023-01,0.9139
521310,2024-01,3.1521
521310,2025-01,
521340,2017-01,0.2294
521340,2018-01,0.0358
521340,2020-01,1.7581
521340,2021-01,0.229
521340,2022-01,0.198
521340,2023-01,0.5338
521340,2024-01,0.2624
521340,2025-01,
521350,2017-01,1.742
521350,2018-01,4.8498
521350,2020-01,4.5989
521350,2021-01,6.264
521350,2022-01,3.0591
521350,2023-01,5.019
521350,2024-01,0.8468
521350,2025-01,
521370,2017-01,0.9676
521370,2018-01,0.5276
521370,2020-01,0.9272
521370,2021-01,0.84
521370,2022-01,0.2076
521370,2023-01,0.6791
521370,2024-01,0.3404
521370,2025-01,
521375,2017-01,0.1121
521375,2018-01,0.5592
521375,2020-01,0.1071
521375,2021-01,0.0435
521375,2022-01,0.2611
521375,2023-01,0.086
521375,2024-01,1.4019
521375,2025-01,
521377,2017-01,0.3383
521377,2018-01,0.048
521377,2020-01,0.4896
521377,2021-01,1.4844
521377,2022-01,0.4614
521377,2023-01,0.0378
521377,2024-01,0.4878
521377,2025-01,
521380,2017-01,0.0837
521380,2018-01,0.1474
521380,2020-01,0.9026
521380,2021-01,0.0909
521380,2022-01,0.0971
521380,2023-01,0.0994
521380,2024-01,0.6022
521380,2025-01,
521385,2017-01,0.6257
521385,2018-01,0.0
521385,2020-01,0.2764
521385,2021-01,0.0564
521385,2022-01,0.0191
521385,2023-01,0.0
521385,2024-01,0.0108
521385,2025-01,
521390,2017-01,8.2064
521390,2018-01,0.5769
521390,2020-01,2.2451
521390,2021-01,3.9286
521390,2022-01,0.3619
521390,2023-01,0.3591
521390,2024-01,5.1227
521390,2025-01,
521400,2017-01,0.0845
521400,2018-01,0.1473
521400,2020-01,0.7166
521400,2021-01,0.1126
521400,2022-01,1.0205
521400,2023-01,0.4208
521400,2024-01,0.1023
521400,2025-01,
521405,2017-01,0.1463
521405,2018-01,0.2013
521405,2020-01,0.6312
521405,2021-01,0.6725
521405,2022-01,0.2247
521405,2023-01,0.0802
521405,2024-01,0.5746
521405,2025-01,
521410,2017-01,0.8484
521410,2018-01,0.2399
521410,2020-01,0.3183
521410,2021-01,0.0768
521410,2022-01,0.0949
521410,2023-01,0.0769
521410,2024-01,0.1355
521410,2025-01,
521440,2017-01,0.1165
521440,2018-01,0.106
521440,2020-01,0.4795
521440,2021-01,0.0224
521440,2022-01,0.1946
521440,2023-01,0.121
521440,2024-01,0.1348
521440,2025-01,
521450,2017-01,0.3447
521450,2018-01,0.9387
521450,2020-01,3.1048
521450,2021-01,0.2655
521450,2022-01,1.7542
521450,2023-01,0.4981
521450,2024-01,1.4205
521450,2025-01,
521460,2017-01,10.4544
521460,2018-01,1.3749
521460,2020-01,3.4953
521460,2021-01,5.3581
521460,2022-01,4.969
521460,2023-01,2.1051
521460,2024-01,1.4506
521460,2025-01,
521470,2017-01,0.1547
521470,2018-01,0.1448
521470,2020-01,0.1646
521470,2021-01,0.1074
521470,2022-01,0.4903
521470,2023-01,0.0434
521470,2024-01,0.0541
521470,2025-01,
521480,2017-01,0.0
521480,2018-01,0.0047
521480,2020-01,0.0
521480,2021-01,0.0439
521480,2022-01,0.0085
521480,2023-01,0.0
521480,2024-01,0.0275
521480,2025-01,
521483,2017-01,0.8385
521483,2018-01,0.0941
521483,2020-01,0.4721
521483,2021-01,0.262
521483,2022-01,0.0947
521483,2023-01,0.313
521483,2024-01,0.2014
521483,2025-01,
521486,2017-01,2.1439
521486,2018-01,1.6733
521486,2020-01,2.3626
521486,2021-01,2.5593
521486,2022-01,3.6932
521486,2023-01,2.3808
521486,2024-01,1.8029
521486,2025-01,
521487,2017-01,3.5965
521487,2018-01,0.0416
521487,2020-01,0.0702
521487,2021-01,2.2696
521487,2022-01,0.2542
521487,2023-01,0.0377
521487,2024-01,0.1689
521487,2025-01,
521490,2017-01,2.6064
521490,2018-01,1.51
521490,2020-01,0.7379
521490,2021-01,1.0337
521490,2022-01,10.9974
521490,2023-01,1.8415
521490,2024-01,0.3668
521490,2025-01,
521500,2017-01,0.1449
521500,2018-01,0.0566
521500,2020-01,0.1228
521500,2021-01,0.0118
521500,2022-01,0.5126
521500,2023-01,0.2309
521500,2024-01,0.2626
521500,2025-01,
521520,2017-01,0.2778
521520,2018-01,0.0886
521520,2020-01,0.0132
521520,2021-01,0.0312
521520,2022-01,0.3231
521520,2023-01,0.0
521520,2024-01,0.0035
521520,2025-01,
521523,2017-01,0.573
521523,2018-01,0.2392
521523,2020-01,0.9017
521523,2021-01,1.0337
521523,2022-01,0.7491
521523,2023-01,0.2229
521523,2024-01,0.8385
521523,2025-01,
521525,2017-01,1.4762
521525,2018-01,0.1502
521525,2020-01,0.033
521525,2021-01,0.1177
521525,2022-01,0.0949
521525,2023-01,0.337
521525,2024-01,0.0943
521525,2025-01,
521530,2017-01,0.0945
521530,2018-01,0.082
521530,2020-01,0.0372
521530,2021-01,0.0197
521530,2022-01,0.0947
521530,2023-01,0.0018
521530,2024-01,0.3504
521530,2025-01,
521540,2017-01,0.1664
521540,2018-01,0.0496
521540,2020-01,0.2517
521540,2021-01,0.2052
521540,2022-01,0.1452
521540,2023-01,0.1323
521540,2024-01,1.043
521540,2025-01,
521550,2017-01,0.1199
521550,2018-01,0.0473
521550,2020-01,0.014
521550,2021-01,0.0786
521550,2022-01,0.0783
521550,2023-01,0.0252
521550,2024-01,0.0514
521550,2025-01,
521560,2017-01,2.4391
521560,2018-01,1.9108
521560,2020-01,2.4299
521560,2021-01,5.6372
521560,2022-01,3.2668
521560,2023-01,2.6192
521560,2024-01,2.3449
521560,2025-01,
521565,2017-01,0.225
521565,2018-01,0.0708
521565,2020-01,0.3805
521565,2021-01,0.1885
521565,2022-01,0.1118
521565,2023-01,0.0619
521565,2024-01,0.1604
521565,2025-01,
521570,2017-01,0.1667
521570,2018-01,0.155
521570,2020-01,0.5468
521570,2021-01,0.2558
521570,2022-01,0.3535
521570,2023-01,0.0597
521570,2024-01,0.294
521570,2025-01,
521580,2017-01,0.0
521580,2018-01,0.1836
521580,2020-01,2.1819
521580,2021-01,0.0873
521580,2022-01,0.0
521580,2023-01,0.0
521580,2024-01,0.1806
521580,2025-01,
521590,2017-01,0.1382
521590,2018-01,0.3144
521590,2020-01,0.4595
521590,2021-01,0.3872
521590,2022-01,0.3881
521590,2023-01,0.6192
521590,2024-01,0.1357
521590,2025-01,
521600,2017-01,0.5441
521600,2018-01,2.8104
521600,2020-01,1.4277
521600,2021-01,0.9781
521600,2022-01,0.8542
521600,2023-01,0.1785
521600,2024-01,0.3426
521600,2025-01,
521630,2017-01,1.4047
521630,2018-01,0.1147
521630,2020-01,1.4768
521630,2021-01,0.0555
521630,2022-01,0.2912
521630,2023-01,1.0517
521630,2024-01,4.3439
521630,2025-01,
521640,2017-01,1.0104
521640,2018-01,0.3834
521640,2020-01,0.8272
521640,2021-01,0.5282
521640,2022-01,0.2497
521640,2023-01,0.5383
521640,2024-01,0.8487
521640,2025-01,
521645,2017-01,0.5041
521645,2018-01,0.9775
521645,2020-01,1.173
521645,2021-01,0.5999
521645,2022-01,0.1432
521645,2023-01,0.3801
521645,2024-01,2.5005
521645,2025-01,
521680,2017-01,0.248
521680,2018-01,0.623
521680,2020-01,0.3983
521680,2021-01,0.6968
521680,2022-01,0.7558
521680,2023-01,0.9551
521680,2024-01,0.9456
521680,2025-01,
521690,2017-01,1.2116
521690,2018-01,0.3527
521690,2020-01,0.0399
521690,2021-01,0.1121
521690,2022-01,0.4772
521690,2023-01,0.0128
521690,2024-01,0.1219
521690,2025-01,
521710,2017-01,0.2212
521710,2018-01,0.1092
521710,2020-01,0.3364
521710,2021-01,0.1354
521710,2022-01,0.1576
521710,2023-01,0.0442
521710,2024-01,0.4885
521710,2025-01,
521720,2017-01,0.3037
521720,2018-01,0.1315
521720,2020-01,0.3227
521720,2021-01,0.563
521720,2022-01,0.1472
521720,2023-01,0.1617
521720,2024-01,0.3098
521720,2025-01,
521730,2017-01,3.9168
521730,2018-01,0.7044
521730,2020-01,1.4283
521730,2021-01,2.77
521730,2022-01,1.3787
521730,2023-01,0.5402
521730,2024-01,0.4425
521730,2025-01,
521740,2017-01,0.3278
521740,2018-01,0.1252
521740,2020-01,0.043
521740,2021-01,0.2764
521740,2022-01,0.0544
521740,2023-01,0.0121
521740,2024-01,0.5693
521740,2025-01,
521760,2017-01,8.5328
521760,2018-01,0.9435
521760,2020-01,2.2851
521760,2021-01,15.133
521760,2022-01,2.8006
521760,2023-01,1.4443
521760,2024-01,2.3628
521760,2025-01,
521770,2017-01,0.1865
521770,2018-01,0.1748
521770,2020-01,0.1672
521770,2021-01,0.1777
521770,2022-01,0.0657
521770,2023-01,0.0159
521770,2024-01,0.2169
521770,2025-01,
521800,2017-01,0.8322
521800,2018-01,0.0497
521800,2020-01,0.4907
521800,2021-01,0.6775
521800,2022-01,0.1517
521800,2023-01,0.1043
521800,2024-01,0.1326
521800,2025-01,
521805,2017-01,3.2613
521805,2018-01,0.2231
521805,2020-01,1.1542
521805,2021-01,1.8144
521805,2022-01,1.7714
521805,2023-01,0.7743
521805,2024-01,1.1157
521805,2025-01,
521810,2017-01,0.1164
521810,2018-01,0.0704
521810,2020-01,0.1234
521810,2021-01,0.0081
521810,2022-01,0.042
521810,2023-01,0.0059
521810,2024-01,2.3758
521810,2025-01,
521830,2017-01,0.6171
521830,2018-01,0.8643
521830,2020-01,1.0095
521830,2021-01,0.916
521830,2022-01,2.3268
521830,2023-01,0.3684
521830,2024-01,0.3788
521830,2025-01,
521839,2017-01,0.413
521839,2018-01,0.0637
521839,2020-01,0.2031
521839,2021-01,0.0495
521839,2022-01,0.2172
521839,2023-01,0.0101
521839,2024-01,1.4179
521839,2025-01,
521850,2017-01,0.4956
521850,2018-01,0.1344
521850,2020-01,0.5659
521850,2021-01,0.3055
521850,2022-01,0.51
521850,2023-01,0.3266
521850,2024-01,2.0549
521850,2025-01,
521860,2017-01,3.2084
521860,2018-01,2.4497
521860,2020-01,2.6922
521860,2021-01,3.6056
521860,2022-01,5.3585
521860,2023-01,4.8906
521860,2024-01,4.3626
521860,2025-01,
521870,2017-01,0.3774
521870,2018-01,0.3706
521870,2020-01,0.8933
521870,2021-01,0.4518
521870,2022-01,1.4531
521870,2023-01,0.9247
521870,2024-01,1.2484
521870,2025-01,
521878,2017-01,0.0456
521878,2018-01,0.0224
521878,2020-01,0.2568
521878,2021-01,0.0283
521878,2022-01,0.0217
521878,2023-01,0.0261
521878,2024-01,0.0276
521878,2025-01,
521880,2017-01,0.4238
521880,2018-01,0.291
521880,2020-01,0.3038
521880,2021-01,0.6263
521880,2022-01,0.6101
521880,2023-01,0.1293
521880,2024-01,3.7436
521880,2025-01,
521890,2017-01,0.7582
521890,2018-01,0.4243
521890,2020-01,0.5717
521890,2021-01,0.2965
521890,2022-01,0.3605
521890,2023-01,0.5365
521890,2024-01,1.1294
521890,2025-01,
521900,2017-01,0.2256
521900,2018-01,0.1293
521900,2020-01,0.6558
521900,2021-01,0.2882
521900,2022-01,0.1804
521900,2023-01,0.351
521900,2024-01,0.4662
521900,2025-01,
521910,2017-01,0.756
521910,2018-01,0.3978
521910,2020-01,0.1654
521910,2021-01,0.1622
521910,2022-01,0.182
521910,2023-01,0.0102
521910,2024-01,0.0306
521910,2025-01,
521920,2017-01,0.0631
521920,2018-01,0.0714
521920,2020-01,0.2249
521920,2021-01,0.053
521920,2022-01,0.0827
521920,2023-01,0.0074
521920,2024-01,0.1106
521920,2025-01,
521925,2017-01,0.9279
521925,2018-01,0.4366
521925,2020-01,1.1637
521925,2021-01,0.5359
521925,2022-01,1.0009
521925,2023-01,2.5614
521925,2024-01,1.4241
521925,2025-01,
521930,2017-01,3.2402
521930,2018-01,2.6339
521930,2020-01,1.0504
521930,2021-01,0.7162
521930,2022-01,1.2806
521930,2023-01,0.4633
521930,2024-01,0.9307
521930,2025-01,
521935,2017-01,3.4195
521935,2018-01,1.2373
521935,2020-01,2.7726
521935,2021-01,2.6397
521935,2022-01,3.585
521935,2023-01,2.6953
521935,2024-01,1.4015
521935,2025-01,
521940,2017-01,0.0
521940,2018-01,0.072
521940,2020-01,1.0466
521940,2021-01,0.046
521940,2022-01,0.0826
521940,2023-01,0.0613
521940,2024-01,0.7578
521940,2025-01,
521945,2017-01,3.447
521945,2018-01,0.6708
521945,2020-01,1.565
521945,2021-01,0.9095
521945,2022-01,0.9352
521945,2023-01,1.9998
521945,2024-01,2.5872
521945,2025-01,
521950,2017-01,0.6278
521950,2018-01,1.1977
521950,2020-01,1.6319
521950,2021-01,2.1067
521950,2022-01,1.9115
521950,2023-01,2.4025
521950,2024-01,0.7089
521950,2025-01,
521960,2017-01,0.3127
521960,2018-01,0.215
521960,2020-01,0.2607
521960,2021-01,2.1016
521960,2022-01,0.0724
521960,2023-01,1.9076
521960,2024-01,0.3185
521960,2025-01,
521970,2017-01,0.041
521970,2018-01,0.2726
521970,2020-01,0.5398
521970,2021-01,0.0646
521970,2022-01,0.0244
521970,2023-01,0.0345
521970,2024-01,0.0277
521970,2025-01,
521971,2017-01,2.1041
521971,2018-01,0.7555
521971,2020-01,2.1563
521971,2021-01,1.6359
521971,2022-01,0.9723
521971,2023-01,0.7331
521971,2024-01,1.9484
521971,2025-01,
521973,2017-01,0.282
521973,2018-01,0.6519
521973,2020-01,0.4699
521973,2021-01,0.19
521973,2022-01,0.3813
521973,2023-01,0.08
521973,2024-01,2.0197
521973,2025-01,
521975,2017-01,0.8255
521975,2018-01,0.9222
521975,2020-01,0.5792
521975,2021-01,0.9287
521975,2022-01,0.3584
521975,2023-01,0.1829
521975,2024-01,0.5508
521975,2025-01,
521980,2017-01,2.0544
521980,2018-01,1.3767
521980,2020-01,0.5681
521980,2021-01,8.6196
521980,2022-01,2.9504
521980,2023-01,1.877
521980,2024-01,2.167
521980,2025-01,
521990,2017-01,0.4531
521990,2018-01,0.0897
521990,2020-01,1.1035
521990,2021-01,0.8572
521990,2022-01,0.3049
521990,2023-01,0.4786
521990,2024-01,0.4397
521990,2025-01,
522000,2017-01,7.5065
522000,2018-01,2.2228
522000,2020-01,2.0056
522000,2021-01,8.9473
522000,2022-01,2.053
522000,2023-01,1.628
522000,2024-01,1.727
522000,2025-01,
522005,2017-01,0.9584
522005,2018-01,0.4729
522005,2020-01,0.515
522005,2021-01,1.5411
522005,2022-01,0.228
522005,2023-01,0.4535
522005,2024-01,0.2976
522005,2025-01,
522010,2017-01,0.2568
522010,2018-01,0.3408
522010,2020-01,0.4239
522010,2021-01,0.332
522010,2022-01,0.9055
522010,2023-01,0.1661
522010,2024-01,0.2544
522010,2025-01,
522015,2017-01,5.6446
522015,2018-01,1.5211
522015,2020-01,1.4454
522015,2021-01,0.3782
522015,2022-01,2.0793
522015,2023-01,2.6195
522015,2024-01,1.5429
522015,2025-01,
522020,2017-01,1.4024
522020,2018-01,0.3249
522020,2020-01,0.636
522020,2021-01,0.1369
522020,2022-01,0.8976
522020,2023-01,0.2531
522020,2024-01,0.3584
522020,2025-01,
522026,2017-01,0.036
522026,2018-01,0.0248
522026,2020-01,0.0132
522026,2021-01,0.0894
522026,2022-01,0.0385
522026,2023-01,0.0055
522026,2024-01,0.1975
522026,2025-01,
522028,2017-01,0.722
522028,2018-01,0.9705
522028,2020-01,0.2183
522028,2021-01,1.295
522028,2022-01,0.8324
522028,2023-01,0.447
522028,2024-01,0.1162
522028,2025-01,
522040,2017-01,0.9368
522040,2018-01,0.3491
522040,2020-01,0.7924
522040,2021-01,0.0317
522040,2022-01,0.0
522040,2023-01,0.0466
522040,2024-01,0.6801
522040,2025-01,
522045,2017-01,0.9335
522045,2018-01,1.0133
522045,2020-01,2.3171
522045,2021-01,0.7936
522045,2022-01,0.2718
522045,2023-01,0.1782
522045,2024-01,1.7337
522045,2025-01,
522050,2017-01,0.1601
522050,2018-01,0.0787
522050,2020-01,0.4092
522050,2021-01,0.0907
522050,2022-01,0.0892
522050,2023-01,0.0527
522050,2024-01,0.758
522050,2025-01,
522060,2017-01,0.0824
522060,2018-01,0.1135
522060,2020-01,0.0752
522060,2021-01,0.0848
522060,2022-01,0.18
522060,2023-01,0.0128
522060,2024-01,0.0871
522060,2025-01,
522068,2017-01,0.15
522068,2018-01,0.7095
522068,2020-01,1.4405
522068,2021-01,0.1025
522068,2022-01,0.124
522068,2023-01,0.0099
522068,2024-01,0.0428
522068,2025-01,
522070,2017-01,0.2946
522070,2018-01,0.9228
522070,2020-01,1.1256
522070,2021-01,7.8589
522070,2022-01,0.92
522070,2023-01,0.2332
522070,2024-01,0.9076
522070,2025-01,
522100,2017-01,0.8397
522100,2018-01,0.4477
522100,2020-01,0.6967
522100,2021-01,1.6007
522100,2022-01,0.407
522100,2023-01,0.3706
522100,2024-01,0.3733
522100,2025-01,
522108,2017-01,5.1835
522108,2018-01,0.3957
522108,2020-01,1.6393
522108,2021-01,9.7739
522108,2022-01,4.0879
522108,2023-01,0.2975
522108,2024-01,0.67
522108,2025-01,
522119,2017-01,3.7653
522119,2018-01,0.4298
522119,2020-01,1.0482
522119,2021-01,0.4357
522119,2022-01,1.0808
522119,2023-01,0.8999
522119,2024-01,3.0984
522119,2025-01,
522130,2017-01,0.0992
522130,2018-01,0.2535
522130,2020-01,0.084
522130,2021-01,0.0469
522130,2022-01,0.0821
522130,2023-01,0.0399
522130,2024-01,0.0906
522130,2025-01,
522140,2017-01,1.4909
522140,2018-01,0.225
522140,2020-01,0.852
522140,2021-01,0.2498
522140,2022-01,0.6336
522140,2023-01,0.1671
522140,2024-01,0.6185
522140,2025-01,
522145,2017-01,3.806
522145,2018-01,0.062
522145,2020-01,1.2967
522145,2021-01,0.6499
522145,2022-01,1.1711
522145,2023-01,0.2013
522145,2024-01,0.3608
522145,2025-01,
522150,2017-01,0.4096
522150,2018-01,0.3482
522150,2020-01,1.0711
522150,2021-01,0.4255
522150,2022-01,0.3288
522150,2023-01,0.3564
522150,2024-01,0.6652
522150,2025-01,
522155,2017-01,1.9146
522155,2018-01,0.3798
522155,2020-01,0.8946
522155,2021-01,0.5931
522155,2022-01,1.069
522155,2023-01,1.039
522155,2024-01,1.6283
522155,2025-01,
522157,2017-01,0.0325
522157,2018-01,0.1321
522157,2020-01,0.1428
522157,2021-01,0.8697
522157,2022-01,0.1748
522157,2023-01,0.0752
522157,2024-01,0.3991
522157,2025-01,
522160,2017-01,2.057
522160,2018-01,2.418
522160,2020-01,2.7383
522160,2021-01,1.634
522160,2022-01,1.3343
522160,2023-01,0.7647
522160,2024-01,2.6128
522160,2025-01,
522170,2017-01,0.6829
522170,2018-01,0.4845
522170,2020-01,0.8086
522170,2021-01,0.9101
522170,2022-01,0.775
522170,2023-01,0.3645
522170,2024-01,1.0705
522170,2025-01,
522180,2017-01,0.0428
522180,2018-01,0.2631
522180,2020-01,1.3391
522180,2021-01,0.0068
522180,2022-01,0.0159
522180,2023-01,0.0254
522180,2024-01,0.1135
522180,2025-01,
522185,2017-01,1.3767
522185,2018-01,1.0636
522185,2020-01,1.8068
522185,2021-01,1.8097
522185,2022-01,2.6495
522185,2023-01,0.455
522185,2024-01,2.8206
522185,2025-01,
522190,2017-01,0.0143
522190,2018-01,0.4079
522190,2020-01,0.4159
522190,2021-01,0.0137
522190,2022-01,0.3677
522190,2023-01,0.0477
522190,2024-01,0.236
522190,2025-01,
522200,2017-01,0.04
522200,2018-01,0.0289
522200,2020-01,0.0734
522200,2021-01,0.0482
522200,2022-01,0.1199
522200,2023-01,0.0135
522200,2024-01,0.0174
522200,2025-01,
522205,2017-01,0.6499
522205,2018-01,1.7049
522205,2020-01,0.4577
522205,2021-01,0.1387
522205,2022-01,0.575
522205,2023-01,0.1307
522205,2024-01,1.2825
522205,2025-01,
522220,2017-01,2.0586
522220,2018-01,1.9745
522220,2020-01,3.0451
522220,2021-01,4.0569
522220,2022-01,3.7514
522220,2023-01,2.3279
522220,2024-01,1.4341
522220,2025-01,
522230,2017-01,3.1018
522230,2018-01,0.8583
522230,2020-01,1.9391
522230,2021-01,7.3384
522230,2022-01,3.2581
522230,2023-01,3.1703
522230,2024-01,4.8173
522230,2025-01,
