cod_mun,municipio,n_meses_teste,casos_reais_total,MAE_pred_Poisson_GLM,RMSE_pred_Poisson_GLM,vies_pred_Poisson_GLM,MAPE_pred_Poisson_GLM,MAE_pred_Random_Forest,RMSE_pred_Random_Forest,vies_pred_Random_Forest,MAPE_pred_Random_Forest,MAE_pred_GradientBoosting,RMSE_pred_GradientBoosting,vies_pred_GradientBoosting,MAPE_pred_GradientBoosting,MAE_pred_XGBoost,RMSE_pred_XGBoost,vies_pred_XGBoost,MAPE_pred_XGBoost
521830,POSSE,6,0.1108063935289066,0.05255986891957972,0.0548261997584452,0.02991220586713468,61.316849139766006,0.06046821541375779,0.06508384364412023,0.03939805355459082,57.04588297155514,0.04278809968618571,0.04615625851936341,0.024034991376264633,50.77263426598806,0.027159397388151096,0.0428638146229224,-0.004295440454817766,85.161614347
522000,SAO JOAO D'ALIANCA,6,0.0,0.052800546356842094,0.05539761629533819,0.052800546356842094,,0.04525993525742388,0.04818329077499577,0.04525993525742388,,0.04178067336518868,0.05059668413443535,0.04178067336518868,,0.005436690373333333,0.007805214296327071,0.005436690373333333,
520160,ARACU,6,0.0,0.05292872730357204,0.059912041475480585,0.05292872730357204,,0.04802003385133979,0.05521044149606963,0.04802003385133979,,0.018087956536541248,0.022143942257016047,0.018087956536541248,,0.000132363258,0.00016192781018990605,0.000132363258,
520450,CALDAS NOVAS,6,0.4182241224235798,0.053374209870996815,0.05691447058556372,0.014336964775010855,81.89822011051106,0.0684655556033176,0.07930992720431239,0.0684655556033176,113.27601714468796,0.035945759692072914,0.044420105903312836,0.02888564610976715,54.92468200912467,0.0383500525516026,0.04973716693860609,0.012717483596070034,55.285059506235754
522068,SIMOLANDIA,6,0.0,0.053821594630305565,0.055774023523164885,0.053821594630305565,,0.036660297658042136,0.03790271207122296,0.036660297658042136,,0.013206660266533684,0.013820586493211958,0.013206660266533684,,0.0008172468666666666,0.0009870271066997375,0.0008172468666666666,
520013,ACREUNA,6,0.0,0.0546350676558087,0.06198597926613738,0.0546350676558087,,0.07012985537438043,0.08149739305429632,0.07012985537438043,,0.03474308195852037,0.04255920884933035,0.03474308195852037,,0.006450845803333333,0.00880169665155188,0.006450845803333333,
521040,ITABERAI,6,0.0212278169313067,0.055422129573061966,0.060678859692115804,0.055422129573061966,419.5227692101545,0.06477225845459357,0.07602911040567807,0.06477225845459357,337.2026938708967,0.06004343514946555,0.07750218814027632,0.06004343514946555,643.6346523491209,0.022833779011448882,0.042111056485209436,0.022833779011448882,10.568194911200452
520030,ALEXANIA,6,0.0356531660011409,0.055847300349023105,0.06812433864820132,0.0549038281142769,7.938752772048427,0.0762604916597545,0.08660693923630321,0.0762604916597545,70.01681606098427,0.024860772655694734,0.030116328012934766,0.024860772655694734,15.893632592140255,0.006966447923523483,0.014365818962331871,-0.004672857076856816,97.9377679952
521210,JOVIANIA,6,0.0,0.056549400737270016,0.06437983810793246,0.056549400737270016,,0.04035171539577172,0.044736989968090494,0.04035171539577172,,0.017901117062383367,0.01992172420308428,0.017901117062383367,,0.00393772544,0.005311963259765754,0.00393772544,
520680,DAMOLANDIA,6,0.0,0.057009989598730416,0.06575912577336353,0.057009989598730416,,0.06518593566737409,0.07416410243900909,0.06518593566737409,,0.01891231200077707,0.0233737632094022,0.01891231200077707,,0.0010701301116666669,0.001208682603508902,0.0010701301116666669,
