cod_mun,municipio,populacao,taxa_baseline,taxa_simulada,delta_abs,delta_pct,casos_baseline,casos_simulados,delta_casos
521973,SANTO ANTONIO DE GOIAS,6143.0,0.03308715933804699,0.03879629899417133,0.005709139656124337,17.254849827979598,203,238,35
521975,SANTO ANTONIO DO DESCOBERTO,70571.0,0.0032436192796755988,0.0027896206757262267,-0.000453998603949372,-13.996667450896929,229,197,-32
521980,SAO DOMINGOS,10716.0,0.0003998774936565151,0.0004356007589904242,3.572326533390907e-05,8.93355237556692,4,5,1
521990,SAO FRANCISCO DE GOIAS,6438.0,1.9015282215382187e-05,1.784680547501544e-05,-1.1684767403667473e-06,-6.1449350429388945,0,0,0
522000,SAO JOAO D'ALIANCA,12448.0,0.02273600886215855,0.01733373866379205,-0.005402270198366501,-23.760855439135376,283,216,-67
522005,SAO JOAO DA PARAUNA,1781.0,1.84562093444029e-05,1.3085380083078801e-05,-5.3708292613241e-06,-29.1003919662023,0,0,0
522010,SAO LUIS DE MONTES BELOS,32954.0,0.03509025676504169,0.03329862734359879,-0.0017916294214428974,-5.105774612706139,1156,1097,-59
522015,SAO LUIZ DO NORTE,4880.0,0.0011731330462675653,0.0010881220566822801,-8.501098958528519e-05,-7.24649176457485,6,5,-1
522020,SAO MIGUEL DO ARAGUAIA,22652.0,0.04113522381667852,0.011418167004740196,-0.029717056811938328,-72.24236081557278,932,259,-673
522026,SAO MIGUEL DO PASSA QUATRO,4261.0,0.0009551758423613182,0.0009539527322326181,-1.2231101287001707e-06,-0.12805078127567426,4,4,0
522028,SAO PATRICIO,2121.0,1.7971888930035454e-05,1.621454610257686e-05,-1.7573428274585944e-06,-9.778286713766862,0,0,0
522040,SAO SIMAO,17414.0,0.03568853281055573,0.0313203097120411,-0.004368223098514631,-12.239850603280127,621,545,-76
522045,SENADOR CANEDO,119502.0,0.03080274826082832,0.0377718066673235,0.0069690584064951815,22.62479421473471,3681,4514,833
522050,SERRANOPOLIS,7970.0,0.0051485414310285145,0.003980937611765428,-0.0011676038192630868,-22.678341718808635,41,32,-9
522060,SILVANIA,21287.0,0.008778951182033132,0.006875747183476251,-0.0019032039985568804,-21.67917282023334,187,146,-41
522068,SIMOLANDIA,6283.0,0.0013753583326605561,0.0009482888899874201,-0.0004270694426731361,-31.051503635928345,9,6,-3
522070,SITIO D'ABADIA,2959.0,9.709897806946227e-06,7.916526143518429e-06,-1.793371663427798e-06,-18.469521503561687,0,0,0
522100,TAQUARAL DE GOIAS,3851.0,0.011117430182082192,0.015056304660285765,0.003938874478203572,35.42972084098897,43,58,15
522108,TERESINA DE GOIAS,2908.0,1.1393587286636764e-05,9.831896495090856e-06,-1.5616907915459076e-06,-13.706752335829938,0,0,0
522119,TEREZOPOLIS DE GOIAS,7501.0,0.0014576854266889869,0.0013058247439465926,-0.00015186068274239428,-10.417932426431221,11,10,-1
522130,TRES RANCHOS,2933.0,9.195420995928502e-06,9.237317811569392e-06,4.189681564089092e-08,0.4556269436651325,0,0,0
522140,TRINDADE,126928.0,0.03994530889460609,0.04636724775927363,0.006421938864667541,16.07682864992117,5070,5885,815
522145,TROMBAS,3349.0,1.0751366387945278e-05,9.409904371851601e-06,-1.3414620160936768e-06,-12.477130512431984,0,0,0
522150,TURVANIA,4725.0,0.007949553091212659,0.007260639917569336,-0.000688913173643323,-8.666061673389407,38,34,-4
522155,TURVELANDIA,4843.0,0.0006386308345835127,0.0004682638952014273,-0.00017036693938208539,-26.676904739996044,3,2,-1
522157,UIRAPURU,2917.0,1.0737089645266795e-05,8.524837815595936e-06,-2.212251829670859e-06,-20.603831231362406,0,0,0
522160,URUACU,41281.0,0.06704997150926251,0.06573894090255038,-0.0013110306067121297,-1.9553037491313767,2768,2714,-54
522170,URUANA,14132.0,0.0016815789835478948,0.001989430223629441,0.00030785124008154605,18.30727209922803,24,28,4
522180,URUTAI,3384.0,0.0014708993069929303,0.001299001005234453,-0.00017189830175847734,-11.68661246498932,5,4,-1
522185,VALPARAISO DE GOIAS,170296.0,0.007700065866585015,0.005830502934885592,-0.0018695629316994233,-24.279830381874067,1311,993,-318
522190,VARJAO,3778.0,1.641742109941998e-05,1.3796635050545414e-05,-2.620786048874567e-06,-15.963445373080907,0,0,0
522200,VIANOPOLIS,14042.0,0.0028948067111555197,0.003274942921948636,0.00038013621079311614,13.131661237629825,41,46,5
522205,VICENTINOPOLIS,8259.0,1.546010048111948e-05,1.2087685905309683e-05,-3.372414575809796e-06,-21.813665311737974,0,0,0
522220,VILA BOA,4562.0,1.3154294999077576e-05,1.251284507750165e-05,-6.414499215759253e-07,-4.876353477103151,0,0,0
522230,VILA PROPICIO,5619.0,1.2722396392312902e-05,1.1212434725810128e-05,-1.5099616665027746e-06,-11.868531838979017,0,0,0
